"id","type","title","director","cast","country","data_added","release_year","rating","duration","duration_units","genre","plot","score","google_language","google_genre","google_plot"
"s971","Movie","Battle: Los Angeles","Jonathan Liebesman","Aaron Eckhart, Michelle Rodriguez, Ramon Rodriguez, Bridget Moynahan, Ne-Yo, Michael Peña, Lucas Till, Cory Hardrict, Adetokumboh M'Cormack, Jim Parrack","United States",2021-04-27,2011,"PG-13",116,"min","Action & Adventure, Sci-Fi & Fantasy","Led by their skillful staff sergeant, a platoon of gutsy Marines fights to protect all humankind from astonishingly powerful aliens.",73,"absent","absent","When once distant UFOs become a terrifying threat attacking Earth, a Marine staff sergeant and his team take it upon themselves to face the enemy and protect what remains of the planet."
"s6132","Movie","Amar's Hands","Khaled Youssef","Ghadah Abdulrazeq, Wafaa Amer, Hassan El Raddad, Houria Farghally, Sabry Fawwaz","Egypt",2019-04-26,2011,"TV-14",125,"min","Dramas, International Movies","To fulfill her husband’s dream to build a home, a widow sends her five children to earn money in Cairo, where their poverty tests them at every turn.",82,"absent","absent","Qamar, a mother of five children, struggles to provide and solve each of their problems. Tensions arise when they travel to Cairo to search for a job after their father's death."
"s7967","Movie","Season of the Witch","Dominic Sena","Nicolas Cage, Ron Perlman, Christopher Lee, Stephen Campbell Moore, Stephen Graham, Ulrich Thomsen, Claire Foy, Robert Sheehan, Kevin Rees, Andrew Hefler","United States",2019-04-26,2011,"PG-13",95,"min","Action & Adventure, Sci-Fi & Fantasy","A group of weary warriors transport a suspected witch believed to be responsible for spreading the devastating Black Plague.",89,"absent","absent","Behmen, a crusader, is ordered to transport an alleged witch to a remote abbey. During their journey, Behmen and the soldiers discover the woman's secret and know about the dangers that await them."
"s2635","Movie","The Artist","Michel Hazanavicius","Jean Dujardin, Bérénice Bejo, John Goodman, James Cromwell, Penelope Ann Miller, Missi Pyle, Beth Grant, Ed Lauter, Joel Murray, Elizabeth Tulloch, Ken Davitian, Malcolm McDowell","France, Belgium, United States",2020-04-25,2011,"PG-13",101,"min","Comedies, Dramas, Independent Movies","Winner of five Oscars, this black-and-white silent film follows the romance between a silent-era legend on a downward spiral and a rising starlet.",83,"absent","absent","Peppy Miller falls in love with the silent film star George Valentin. Things change when Peppy becomes a famous actor while George's career goes downhill with the introduction of talkies."
"s7352","Movie","Love Station","Ahmad Samir Farag","Menna Shalaby, Sherif Salama, Yousra El Lozy, Mona Hala, Edward Fouad, Lotfy Labib, Ashraf Hamdy","Egypt",2019-04-25,2011,"TV-14",97,"min","Comedies, International Movies, Romantic Movies","Single coworkers at a radio station are brought together by mutual friends, but their starry-eyed notions about love may scuttle their romance.",90,"present","absent","Love Station is a 2019 Nepalese drama romance film directed by Ujwal Ghimire. The film is produced by Gobinda Shahi, Krishu Shahi, and Kabir Bikram Shahi under the banner of Kafiya Films. Wikipedia"
"s8256","Movie","The Consul's Son","Amr Arafa","Khaled Saleh, Ghada Adel, Ahmed el-Sakka, Khaled Sarhan, Sawsan Badr, Mustafa Haridi","Egypt",2019-04-25,2011,"TV-14",114,"min","Comedies, International Movies, Thrillers","A notorious forger known for his ability to create fake passports and visas finds himself the target of a con man's ruse.",65,"absent","absent","Released after 30 years in prison, a passport forger discovers he has a son. Together, father and son resume the family business."
"s2642","TV Show","DreamWorks Spooky Stories: Volume 2","","Seth Rogen, Will Arnett, Hugh Laurie, Will Ferrell, David Cross, Sean Bishop, Kiefer Sutherland, Cody Cameron, Aron Warner","",2020-04-24,2011,"TV-PG",1,"Season","Kids' TV, TV Comedies","The Shrek characters parody the music video ""Thriller""; B.O.B. and pals battle zombie carrots; and Megamind faces the effects of the Button of Doom.",67,"absent","absent","A collection of spooky DreamWorks stories featuring Shrek and friends, Monsters vs. Aliens, and Megamind."
"s8336","Movie","The Green Hornet","Michel Gondry","Seth Rogen, Jay Chou, Cameron Diaz, Tom Wilkinson, Christoph Waltz, David Harbour, Edward James Olmos, Jamie Harris, Chad L. Coleman, Edward Furlong","United States",2020-04-18,2011,"PG-13",119,"min","Action & Adventure, Comedies","A hard-partying heir dons a disguise to fight crime after hours. But with no talents or skills, he relies on his friend, a martial-arts genius.",67,"absent","absent","After his father's death, Britt inherits the largest media company in Los Angeles. He teams up with Kato to fight crime but ends up becoming the target of an underworld gangster, Benjamin Chudnofsky."
"s1017","Movie","Delhi Belly","Abhinay Deo","Imran Khan, Vir Das, Kunaal Roy Kapur, Poorna Jagannathan, Shenaz Treasury, Vijay Raaz, Paresh Ganatra, Rahul Singh","India",2021-04-17,2011,"TV-MA",101,"min","Action & Adventure, Comedies, International Movies","Three flatmates get involved in the shady business belonging to one roomie's fiancé, and discover that a global crime syndicate is gunning for them.",89,"present","absent","Tashi, Nitin and Arup, three strugglers who are also roommates, unknowingly become the target of a powerful gangster when they misplace his expensive diamonds."
"s7277","Movie","LeapFrog: Numberland","Ron Myrick","Jeannie Elias, Kat Feller, Sandy Fox, Cindy Robinson, Richard Rosenblatt","United States",2020-04-15,2011,"TV-Y",33,"min","Movies","With transport support from their magic car, Axel, the LeapFrog pets make a new friend named Max, who helps them learn counting skills in Numberland.",50,"absent","absent","Join Scout & Friends for another exciting LeapFrog learning adventure! When the pets long to learn about numbers, their magical car, Axle, whisks them away to Numberland. With the help of their new friend Max, they meet all of the residents and build early number skills. Throw in a surprise birthday party and it all adds up to plenty of fun on this sing-along counting adventure!â€¦\xa0MORE"
"s7278","Movie","LeapFrog: Phonics Farm","Ron Myrick","Jeannie Elias, Kat Feller, Sandy Fox, Cindy Robinson, Richard Rosenblatt","United States",2020-04-15,2011,"TV-Y",35,"min","Movies","Scout takes a magical trip to a farm where an alligator and other friendly critters teach him all about sounding out the letters of the alphabet.",76,"absent","absent",""
"s8582","Movie","Thor: Tales of Asgard","Sam Liu","Matthew Wolf, Rick Gomez, Tara Strong, Alistair Abell, Paul Dobson, Brent Chapman, Chris Britton, Ron Halder, Cathy Weseluck, Michael Dobson","United States, Canada",2020-04-15,2011,"TV-Y7",77,"min","Children & Family Movies","Thor, the Marvel comic book character, comes to life in this animated feature that explores his earliest adventures with his brother Loki.",56,"absent","absent","Thor, a young Norse god, embarks on an adventure along with his brother, Loki, to locate the legendary lost sword of Surtur. However, they must overcome many dangers to be successful in their quest."
"s8493","Movie","The Roommate","Christian E. Christiansen","Leighton Meester, Minka Kelly, Cam Gigandet, Aly Michalka, Danneel Ackles, Frances Fisher, Tomas Arana, Billy Zane, Nina Dobrev, Matt Lanter, Kat Graham","United States",2020-04-01,2011,"PG-13",91,"min","Thrillers","While acclimating to campus life, college freshman Sara begins to realize that her new roommate, Rebecca, is becoming obsessed with her.",84,"absent","absent","Sara, a college student, meets Rebecca and shares a room with her. They start off as friends but things turn deadly as Rebecca becomes obsessed with Sara and begins to target people in her life."
"s6186","Movie","Arthur","Jason Winer","Russell Brand, Helen Mirren, Greta Gerwig, Jennifer Garner, Geraldine James, Luis Guzmán, Nick Nolte, Christina Jacquelyn Calph, Murphy Guyer, José Ramón Rosario","United States",2019-04-01,2011,"PG-13",110,"min","Comedies, Romantic Movies","Russell Brand stars in this remake as a philanderer who must decide whether to give up an inheritance of millions for the sake of romance.",86,"absent","absent","Learn about the family of insects that are invertebrate and have an exoskeleton."
"s7030","TV Show","Huntik: Secrets and Seekers","","Yuri Lowenthal, Drew Aaron, Karen Strassman, Marc Thompson, Rebecca Soler, Mike Pollock","United States, Italy",2018-01-01,2011,"TV-Y7",2,"Seasons","Kids' TV","A high school student searching for his missing father joins a secret group known as the Seekers, who ally with aliens to protect the world from evil.",97,"absent","absent","This animated action-adventure series follows the exploits of Dante Vale and the rest of the Seekers from the Huntik Foundation, who travel the world in search of strange locations, lost treasures ... and evil forces. With the help of an army of powerful Titans, the agents' mission is to thwart the domination of the Organization and its leader, known only as the Professor.â€¦\xa0MORE"
"s6809","Movie","From Paris with Love","Pierre Morel","John Travolta, Jonathan Rhys Meyers, Kasia Smutniak, Richard Durden, Bing Yin, Amber Rose Revah, Eric Godon, François Bredon, Chems Dahmani, Sami Darr, Didier Constant","France, United Kingdom, United States",2020-09-08,2010,"R",93,"min","Action & Adventure, International Movies","A low-level intelligence agent gets pulled into action and espionage above his pay grade when he's ordered to assist a trigger-happy senior agent.",76,"absent","absent","An unlikely pair of a young employee from the office of the US Ambassador in Paris and an American spy come together in order to stop a terrorist attack in the city."
"s2040","Movie","Toll Booth","Tolga Karaçelik","Büşra Pekin, Nur Aysan, Ruhi Sarı, Nergis Öztürk, Nadir Sarıbacak, Serkan Ercan, Sermet Yeşil, Enes Mazak, Zafer Diper","Turkey",2020-09-07,2010,"TV-MA",98,"min","Dramas, Independent Movies, International Movies","A toll booth operator's mundane life is upended when he's reassigned to a remote spot, where he finds intriguing strangers — and a new side to himself.",71,"absent","absent","A man works solo shifts in the quietest toll booth in Wales, hiding from a criminal past where nobody would ever look. When he finally gets rumbled, word of his whereabouts gets out and his enemies head west for revenge."
"s2042","Movie","Waiting for ""Superman""","Davis Guggenheim","","United States",2020-09-07,2010,"PG",111,"min","Documentaries","This dynamic documentary weaves together stories about students, educators and reformers to shed light on America's failing public school system.",46,"absent","absent","This film by director Davis Guggenheim investigates the public school system in the United States, and uncovers the many ways in which education in America has declined. Rather than relying largely on statistics and expert opinions, Guggenheim focuses on five students -- Anthony, Bianca, Daisy, Emily and Francisco -- portraying their own individual struggles and triumphs within problem-plagued academic settings where there are no easy solutions to the myriad issues that affect them.â€¦\xa0MORE"
"s1929","TV Show","Black Butler","","Daisuke Ono, Maaya Sakamoto, Hiroki Touchi, Yuki Kaji, Emiri Kato, Koji Yusa, Shunji Fujimura, Yukari Tamura, Romi Park, Jun Fukuyama","Japan",2020-09-30,2010,"TV-MA",3,"Seasons","Anime Series, International TV Shows","In Victorian London, 12-year-old business magnate Ciel Phantomhive thwarts dangers to the queen as he's watched over by his demon butler, Sebastian.",93,"present","present","Ciel is a young boy of noble heritage and has a mysterious butler called Sebastian who will do anything Ciel asks of him. Sebastian is, in fact, a demon whose soul is with Ciel."
"s6088","Movie","Act of Vengeance","Mahsun Kırmızıgül","Haluk Bilginer, Mahsun Kırmızıgül, Mustafa Sandal, Gina Gershon, Robert Patrick, Danny Glover, Engin Altan Düzyatan, Scott William Winters, Sharrieff Pugh","Turkey, United States",2018-09-29,2010,"NR",112,"min","Action & Adventure, International Movies","Two Turkish agents are sent to New York City on a mission to capture a notorious terrorist known only as ""Dejjal"" (Arabic for Antichrist).",69,"absent","absent","Frank Valera, a lawyer, trains to fight and takes a vow of silence until the time he finds out who was behind the murder of his family so he can avenge their deaths."
"s7936","Movie","Sarah's Key","Gilles Paquet-Brenner","Aidan Quinn, Kristin Scott Thomas, Frédéric Pierrot, Michel Duchaussoy, Dominique Frot, Niels Arestrup, Mélusine Mayance, Gisèle Casadesus, Natasha Mashkevich","France",2019-09-21,2010,"PG-13",102,"min","Dramas, International Movies","Paris, 1942: To protect her brother from the police arresting Jewish families, a young girl hides him away, promising to come back for him.",86,"absent","absent","An account of research by a journalist (Kristin Scott Thomas) into a shameful incident in French history intertwines with a story of a 10-year-old Jewish girl (MÃ©lusine Mayance) from that time period."
"s7961","Movie","Scott Pilgrim vs. the World","Edgar Wright","Michael Cera, Mary Elizabeth Winstead, Kieran Culkin, Chris Evans, Anna Kendrick, Brie Larson, Alison Pill, Aubrey Plaza, Brandon Routh, Jason Schwartzman, Mark Webber, Mae Whitman, Johnny Simmons, Ellen Wong","United States, United Kingdom, Canada, Japan",2018-09-16,2010,"PG-13",112,"min","Action & Adventure, Comedies, Cult Movies","Dreamy delivery girl Ramona captures Scott Pilgrim's heart, but he must vanquish all seven of her evil exes in martial arts battles to win her love.",88,"absent","absent","Scott Pilgrim meets Ramona and instantly falls in love with her. But when he meets one of her exes at a band competition, he realises that he has to deal with all seven of her exes to woo her."
"s5795","Movie","Louis C.K.: Hilarious","Louis C.K.","Louis C.K.","United States",2016-09-16,2010,"84 min",NA,NA,"Movies","Emmy-winning comedy writer Louis C.K. brings his caustic wit to Milwaukee, offering up his unique and uncensored take on sex, parenting and more.",75,"absent","absent","The comic finds humour in divorce, making breakfast for toddlers, video games, and other topics in a performance taped at Milwaukee's Pabst Theater."
"s61","Movie","Naruto Shippuden: The Movie: The Lost Tower","Masahiko Murata","Junko Takeuchi, Chie Nakamura, Satoshi Hino, Rikiya Koyama, Nobuaki Fukuda, Kenji Hamada, Keiko Nemoto, Saori Hayami, Yumi Toma, Yuko Kobayashi, Fujiko Takimoto, Mutsumi Tamura, Mayuki Makiguchi, Toshiyuki Morikawa","Japan",2021-09-15,2010,"TV-14",85,"min","Action & Adventure, Anime Features, International Movies","When Naruto is sent to recover a missing nin, the rogue manages to send him 20 years into the past, where he unites with his father to battle evil.",91,"absent","absent","Caught up in a chakra, Naruto is sent back in time to the city of Loran. Naruto might be able to return to his own time, and a chance encounter in the past might save the future."
"s7719","TV Show","Pawn Stars","","Corey Harrison, Richard Harrison, Rick Harrison, Austin ""Chumlee"" Russell","United States",2019-09-15,2010,"TV-14",1,"Season","Reality TV","Father Richard Harrison, son Rick and grandson Corey appraise an array of strange objects brought into their Gold & Silver Pawn Shop in Las Vegas.",91,"absent","present","A comprehensive compilation of some of the best episodes from the reality show 'Pawn Stars', in which the Harrison family buys and sells fascinating artefacts in their family-owned pawn shop."
"s6665","Movie","Eat Pray Love","Ryan Murphy","Julia Roberts, James Franco, Javier Bardem, Richard Jenkins, Viola Davis, Billy Crudup, Hadi Subiyanto, Mike O'Malley, Tuva Novotny, Luca Argentero","United States",2019-09-10,2010,"PG-13",140,"min","Dramas, Romantic Movies","After deciding to reshape her life after divorce, Liz travels around the world in search of good food, spirituality and true love.",74,"absent","absent","Elizabeth Gilbert's perfect world comes shattering down when she gets divorced. She then embarks on a journey across the world in an attempt to rediscover her true self."
"s157","Movie","Letters to Juliet","Gary Winick","Amanda Seyfried, Christopher Egan, Gael García Bernal, Vanessa Redgrave, Franco Nero, Luisa Ranieri, Marina Massironi, Milena Vukotic, Marcia DeBonis, Luisa De Santis, Lidia Biondi, Giordano Formenti, Chris Egan","United States",2021-09-01,2010,"PG",105,"min","Comedies, Dramas, Romantic Movies","By responding to a letter addressed to Shakespeare's tragic heroine Juliet Capulet, an American woman in Verona, Italy, is led in search of romance.",88,"absent","absent","Sophie Hall, a young aspiring writer, who is on a vacation in Italy, finds an unanswered love letter from a woman named Claire Smith and decides to reunite her with her lover."
"s8385","Movie","The Last Exorcism","Daniel Stamm","Patrick Fabian, Ashley Bell, Iris Bahr, Louis Herthum, Caleb Landry Jones, Tony Bentley, John Wright Jr., Shanna Forrestall, Justin Shafer, Carol Sutton","France, United States",2019-09-01,2010,"PG-13",88,"min","Horror Movies, Independent Movies, Thrillers","Ready to expose his miraculous deeds as mere trickery, a famed evangelist invites a documentary crew to film his final exorcism.",82,"absent","absent","A disillusioned evangelical minister agrees to take part in a documentary designed to expose exorcism as a fraud. However, as they film his final exorcism, he has his faith restored by pure evil."
"s5806","TV Show","The Fierce Wife","","Sonia Sui, James Wen, Amanda Chu, Chris Wang, Karen Ying-Chen Hu, Patrick Lee, Janel Tsai, Li-li Pan, Fu Lei","Taiwan",2016-09-01,2010,"TV-MA",1,"Season","International TV Shows, Romantic TV Shows, TV Dramas","Beautiful housewife Xie An Zhen seems to be living the perfect life but finds her world crumbling after learning that her husband is cheating on her.",91,"present","absent","The Fierce Wife, or in Singapore, The Shrewd Wife is a 2010 Taiwanese drama starring Sonia Sui, James Wen, Chris Wang and Amanda Chu. It was a TTV and Sanlih E-Television co-presentation, and was directed by Xu Fujun. The filming started in October 2010, and was first broadcast on 5 November 2010. Wikipedia"
"s7166","Movie","Kajraare","Pooja Bhatt","Himesh Reshammiya, Sara Loren, Amrita Singh, Gulshan Grover, Javed Sheikh, Adnan Shah, Natasha Sinha, Gaurav Chanana, Anupam Shyam","India",2017-10-22,2010,"TV-14",113,"min","Dramas, International Movies, Music & Musicals","A popular singer on the run poses as a bartender and falls in love with a prostitute, but their love is threatened by a violent incident in his past.",66,"absent","absent","Rajiv, a bartender, is attracted to Nargis, a courtesan, and rescues her from Zohra Baano. However, when Rajiv's true identity is revealed, he is forced to fight a terrorist group, who wants him dead."
"s7532","Movie","My Babysitter's a Vampire: The Movie","Bruce McDonald","Matthew Knight, Vanessa Morgan, Atticus Mitchell, Cameron Kennedy, Kate Todd, Joe Dinicol, Ella Jonas Farlinger, Ari Cohen, Laura de Carteret, Hrant Alianak","Canada",2018-10-17,2010,"TV-PG",80,"min","Children & Family Movies, Comedies","When their parents head out for the evening, Ethan and his little sister get the babysitter of their nightmares: a fledgling vampire named Sarah.",93,"absent","absent","When geeky fourteen-year-old Ethan and his buddy baby-sit his little sister and almost get her killed, Ethan's parents come up with the worst punishment possible - a babysitter, but Ethan's about to find out that his babysitter is a fledgling vampire."
"s5750","Movie","Bleach the Movie: Hell Verse","Noriyuki Abe","Masakazu Morita, Fumiko Orikasa, Kazuya Nakai, Noriaki Sugiyama, Kentarô Itô, Yuki Matsuoka, Ryotaro Okiayu, Romi Park","Japan",2016-10-15,2010,"TV-14",94,"min","Action & Adventure, Anime Features, Sci-Fi & Fantasy","When a group of vicious Sinners plots to escape from this eternal prison in Hell, they discover that Substitute Soul Reaper Ichigo is the key to their freedom. The Sinners launch an attack and in the process kidnap Ichigo's younger sister.",75,"absent","absent","When a group of vicious sinners plots to escape from hell, they discover that Soul Reaper Ichigo Kurosaki is the key to their freedom."
"s8220","Movie","The Bounty Hunter","Andy Tennant","Jennifer Aniston, Gerard Butler, Jason Sudeikis, Jeff Garlin, Ritchie Coster, Cathy Moriarty, Peter Greene, Joel Marsh Garland, Siobhan Fallon Hogan, Dorian Missick, Adam Rose, Christine Baranski, Carol Kane, Adam LeFevre","United States",2019-10-01,2010,"PG-13",111,"min","Action & Adventure, Comedies, Romantic Movies","Bounty hunter Milo Boyd finds his latest assignment downright satisfying as he learns that the bail-jumper he must chase down is his ex-wife, Nicole.",76,"absent","absent","Milo must retrieve his bail-jumping ex-wife, Nicole. The job gets tougher than he anticipated when Nicole escapes while chasing a lead and they both end up on the run for their lives."
"s4611","Movie","Udaan","Vikramaditya Motwane","Rajat Barmecha, Ronit Roy, Ram Kapoor, Aayan Boradia, Manjot Singh, Anand Tiwari, Raja Hudda, Shaunak Sengupta, Varun Khettry, Akshay Sachdev","India",2018-10-01,2010,"TV-MA",137,"min","Dramas, Independent Movies, International Movies","Upon returning to his industrial hometown, a young man must decide whether to follow his own dreams or acquiesce to his father's plans for his future.",75,"absent","absent","After being expelled from school, Rohan returns home to a strict father as well as a half-brother he was unaware of. He is forced to work at his father's factory even though he wants to write."
"s7181","Movie","Kevin Hart: Seriously Funny","Shannon Hartman","Kevin Hart","United States",2018-10-01,2010,"TV-MA",67,"min","Stand-Up Comedy","With his unique hip-hop style delivery, African American stand-up comedian Kevin Hart expounds on life at a sold-out concert performance.",85,"absent","absent","Fresh off the heels of appearing in movies like Superhero Movie and The 40 Year-Old Virgin, fast-talking comedian Kevin Hart stars in his second live stand-up performance in Cleveland, Ohio, where he makes fun of everything and everybody - especially himself."
"s6236","Movie","Barbie in A Mermaid Tale","Adam Wood","Kelly Sheridan, Kathleen Barr, Tabitha St. Germain, Peter Mel, Nakia Burrise, Maryke Hendrikse, Emma Pierson, Ciara Janson, Garry Chalk, Nicole Oliver","United States",2017-10-01,2010,"TV-Y",74,"min","Children & Family Movies","Surf champ Merliah discovers she's actually a mermaid in a girl's body. With the help of a dolphin, Merliah must rescue her mom, the Queen of Oceana.",83,"absent","absent","Merliah, a teenage surfing champion from Malibu, learns a shocking family secret that she is a mermaid. After learning the truth Merliah decides to rescue her mother from evil Eris."
"s6240","Movie","Barbie: A Fairy Secret","William Lau","Diana Kaarina, Adrian Petriw, Britt Irvin, Cassandra Morris, Kate Higgins, Silvio Pollio, Brittney Wilson, Alexandra Carter, Nicole Oliver, Barbara Tyson","United States",2017-10-01,2010,"TV-Y7",72,"min","Children & Family Movies","When devilish fairies capture Ken and fly away with him, Barbie and Raquelle travel to the glittering fairy world of Gloss Angeles to save him.",84,"absent","absent","Barbie realises that fairies secretly surround everybody and have captured her friend, Ken. As a result, she and her friends travel to the secret fairy city of Gloss Angeles to rescue him."
"s7500","Movie","Monster High: New Ghoul at School","Audu Paden, Eric Radomski","Kate Higgins, Salli Saffioti, Debi Derryberry, Laura Bailey, Yuri Lowenthal, Audu Paden, Troy Baker, Erin Fitzgerald","United States",2017-10-01,2010,"TV-Y7",23,"min","Children & Family Movies","Insecure new student Frankie Stein struggles to fit in at Monster High, where ultra-cool ghoul Cleo De Nile and hunky monster Deuce rule the roost.",72,"absent","absent",""
"s5768","Movie","Harud","Aamir Bashir","Mohammad Amir Naji, Shahnawaz Bhat, Shamim Basharat, Salma Ashai, Mudessir Ahmed Khan, Rayes Mohiuddin","India",2016-10-01,2010,"TV-MA",100,"min","Dramas, International Movies","A young Kashmiri man sets out to escape to Pakistan and make sense of his brother's death, but he drifts aimlessly until finding his brother's camera.",60,"absent","absent","Traumatised by the disappearance of his photographer brother, Rafiq tries to crossover into Pakistan to become a militant. However, following a failed attempt, he stumbles across his brother's camera."
"s3324","Movie","The Boy Who Cried Werewolf","Eric Bross","Victoria Justice, Chase Ellison, Anna Galvin, Matt Winston, Jillian Marie, Valerie Tian, Kerry James, Andrea Brooks, Christie Laing, Cainan Wiebe, Brooke Shields, Brooke D'Orsay, Steven Grayhm","United States, Canada",2019-11-02,2010,"TV-Y",86,"min","Children & Family Movies, Comedies","When high school girl-geek Jordan becomes a werewolf after moving to Romania, she must elude her own brother, who sets out to slay her.",88,"absent","absent","Meet the Sands family, David and his two children Hunter and Jordan. After falling on hard economic times, the Sands find out their long lost relative, Dragomir Ducovic, has willed them his mansion in Wolfsberg, Romania! Naturally, they hop on a plane to check out their new home, Wolfsberg Manor, an ancient gothic castle lorded over by the mysterious Madame Varcolac.â€¦\xa0MORE"
"s6627","Movie","Don't Be Afraid of the Dark","Troy Nixey","Katie Holmes, Guy Pearce, Bailee Madison, Jack Thompson, Garry McDonald, Alan Dale, Julia Blake, Edwina Ritchard, Emilia Burns, Guillermo del Toro","United States, Australia, Mexico",2019-11-02,2010,"R",99,"min","Horror Movies","Young Sally Hurst discovers she isn't alone in her new house: strange creatures live there – and they might not be as friendly as Sally thinks.",79,"absent","absent","Sally desperately tries to warn her father, Alex, and his girlfriend, Kim, that she has unknowingly unleashed a horde of bloodsucking monsters from the basement of his gothic mansion."
"s8583","Movie","Thorne: Scaredy Cat","Benjamin Ross","David Morrissey, Eddie Marsan, Aidan Gillen, O.T. Fagbenle, Lorraine Ashbourne, Sandra Oh, Tom Brooke, Joe Absolom","United Kingdom",2016-11-02,2010,"NR",125,"min","Dramas, International Movies","Heading a new team whose aim is to crack the cases that leave others stumped, detective Tom Thorne finds himself on the hunt for two serial killers.",79,"absent","absent","When two female victims are murdered in the same way, Detective Inspector Thorne realises that two serial killers are at work in a macabre partnership. Thorne must unravel the case and find them."
"s8584","Movie","Thorne: Sleepyhead","Stephen Hopkins","David Morrissey, Eddie Marsan, Aidan Gillen, O. T. Fagbenle, Lorraine Ashbourne, Natascha McElhone, Sara Lloyd-Gregory, Aisling Loftus, Sarah Niles, Joshua Close, Brian McCardie","United Kingdom, Australia, Canada, United States",2016-11-02,2010,"NR",125,"min","Dramas, International Movies","Investigating a series of attacks on young women, detective Tom Thorne is dragged back into the nightmares of his past as he races to find a killer.",78,"absent","present","Thorne is a British crime drama television series, based on the novels of author Mark Billingham, that was first broadcast on Sky One on 10 October 2010. A single six-episode series, starring David Morrissey in the title role of Detective Inspector Tom Thorne, was broadcast at 21:00 on Sundays until 14 November. Wikipedia"
"s1676","Movie","Break Ke Baad","Danish Aslam","Imran Khan, Deepika Padukone, Shahana Goswami, Lillete Dubey, Sharmila Tagore, Navin Nischol, Parzan Dastur, Neelu Kohli, Ziyah Vastani, Yudhishtir Urs, Grady McGahan","India",2020-11-19,2010,"TV-14",108,"min","Comedies, International Movies, Music & Musicals","Childhood friends Abhay and Aaliya experience plenty of obstacles in their paths as they find their way in the world and back to each other.",66,"absent","absent","Aaliya is not ready for commitment even after a decade-long friendship with Abhay. She remains indifferent when he follows her to Australia but is finally shaken when he announces his wedding."
"s1678","Movie","My Amnesia Girl","Cathy Garcia-Molina","John Lloyd Cruz, Toni Gonzaga, Carlos Agassi, Ketchup Eusebio, Joross Gamboa, JM de Guzman, Beatriz Saw, Nico Antonio","Philippines",2020-11-19,2010,"TV-14",105,"min","International Movies, Romantic Movies","Years after leaving his bride-to-be at the altar, a man crosses paths with his ex and tries to make up for the past, only to find he's been forgotten.",63,"absent","absent","Apollo tries to undo his past mistakes with Irene when she gets amnesia and has no recollection of him, or that he left her at the alter."
"s6311","Movie","Bill Burr: Let It Go","Shannon Hartman","Bill Burr","United States",2017-11-10,2010,"NR",65,"min","Stand-Up Comedy","The musings of comedian Bill Burr are let loose in this special, which was filmed at the historic Fillmore Auditorium in San Francisco.",90,"absent","absent","Itâ€™s always been a dream of mine to do a show at the Fillmore. The name itself is synonymous with legendary performances. Countless iconic musicians and comedians have been on that stage. To be a part of that history was something Iâ€™ll never forget. As much as I was trying to keep my head together before the show, I couldnâ€™t help but feel like a tourist or just some random dude who won a contest. LET IT GO represents the culmination of material I developed on the road from 2008-2009. As always thanks to everyone who came out to my shows, laughed at the funny stuff and stared during the bombing. I hope you enjoy it. â€“ Bill Burrâ€¦\xa0MORE"
"s6663","Movie","Easy A","Will Gluck","Emma Stone, Penn Badgley, Amanda Bynes, Dan Byrd, Thomas Haden Church, Patricia Clarkson, Cam Gigandet, Lisa Kudrow, Malcolm McDowell, Aly Michalka","United States",2020-11-01,2010,"PG-13",92,"min","Comedies, Romantic Movies","When a lie about Olive's reputation transforms her from anonymous to infamous at her high school, she decides to embrace a provocative new persona.",79,"absent","absent","When Olive lies to her best friend about losing her virginity to one of the college boys, a girl overhears their conversation. Soon, her story spreads across the entire school like wildfire."
"s8516","Movie","The Spy Next Door","Brian Levant","Jackie Chan, Amber Valletta, George Lopez, Billy Ray Cyrus, Magnús Scheving, Madeline Carroll, Will Shadley, Alina Foley, Katherine Boecher, Mia Stallard, Lucas Till","United States",2020-11-01,2010,"PG",94,"min","Action & Adventure, Children & Family Movies, Comedies","While babysitting, an undercover agent is thrust back into the world of top-secret adventure when one his young charges downloads a classified file.",82,"present","absent","Bob Ho, a former CIA agent, faces his worst nightmare when he has to look after his girlfriend's three kids. The kids put him through constant torture."
"s7287","Movie","Legion","Scott Stewart","Paul Bettany, Lucas Black, Tyrese Gibson, Adrianne Palicki, Charles S. Dutton, Jon Tenney, Kevin Durand, Willa Holland, Kate Walsh, Dennis Quaid, Jeanette Miller, Cameron Harlow, Doug Jones, Josh Stamberg, Yancey Arias","United States",2019-11-01,2010,"R",100,"min","Action & Adventure, Horror Movies, Sci-Fi & Fantasy","A motley crew of apocalypse survivors living at an abandoned truck stop never suspects that the pregnant woman among them is carrying the Messiah.",69,"absent","absent","David Haller, a paranoid schizophrenic, is admitted to a psychiatric facility. Later, an inexplicable encounter with fellow patient Syd Barrett makes him realise that he may not be ill after all."
"s4428","Movie","Chance Pe Dance","Ken Ghosh","Shahid Kapoor, Genelia D'Souza, Mohnish Bahl, Satish Shah, Parikshat Sahni, Vikas Bhalla, Kurush Deboo, Zain Khan","India",2018-11-01,2010,"TV-14",121,"min","Comedies, Dramas, International Movies","Having risen from humble beginnings, an ambitious young man sets his sights on winning a major dance competition that could catapult him to fame.",56,"absent","absent","A struggling actor tries to prove his mettle but fails repeatedly. His life changes when he meets Tina who encourages him to participate in a nationwide talent hunt."
