"id","type","title","data_added","release_year","rating","duration","duration_units","plot","score","google_language","google_genre","google_plot"
"s6938","TV Show","Hati Perempuan","2017-08-21",2015,"TV-14",1,"Season","Sparks of both passion and contempt fly when a self-sufficient architect is forced to work with a snobbish industrialist.",79,"absent","absent","The drama is about Yuhanis, a determined and self-reliant girl working as an architect at Izzudin & Co. Meanwhile, Tengku Zaril, a handsome guy who is also the CEO of Paradigm Holding, has a worldwide network of businesses. Tengku Zaril's greatness and wealth were often a girl's craze but not for Yuhanis. To Yuhanis, Tengku Zaril is a cynical and annoying man.â€¦\xa0MORE"
"s4735","Movie","Tamasha","2018-08-02",2015,"TV-14",133,"min","Meeting while on vacation, Ved and Tara sense a connection but vow to keep their real identities a secret. Years later, their paths cross again.",61,"absent","absent","Ved and Tara fall in love while on a holiday in Corsica and decide to keep their real identities undisclosed. Tara returns to Delhi and meets a new Ved, who is trying to discover his true self."
"s6904","Movie","Héroes","2018-08-19",2015,"TV-MA",91,"min","When an earthquake hits Chile, rescue workers must put aside their differences to save the country from a businessman's evil scheme.",77,"absent","absent","When some ordinary people inexplicably develop superhuman abilities, they use their powers to prevent catastrophes and save humanity from destruction."
"s258","Movie","O Kadhal Kanmani","2021-08-18",2015,"TV-14",133,"min","It's love at first sight for a young couple repelled by the concept of marriage, but their view shifts when they meet their older-couple neighbors.",68,"present","absent","Two youngsters Adi and Tara are attracted to each other when they meet at a wedding. Since they do not believe in marriage, they decide to live together. What follows forms the crux of the story."
"s3583","Movie","Selfless","2019-08-16",2015,"PG-13",117,"min","A dying tycoon has his consciousness transplanted into the body of a healthy young man, only to make a troubling discovery about the body's origin.",77,"absent","absent","A scientist transfers the mind of a terminally ill billionaire into an artificially-grown body, but the result is not quite what he expected."
"s270","TV Show","Winx Club","2021-08-15",2015,"TV-Y7",2,"Seasons","In this animated fantasy, a girl named Bloom befriends a band of fairies, then follows them into the secretive and dangerous ""Magical Dimension.""",89,"absent","absent","Bloom is a special Earth girl with magical powers who travels to the Alfea School for Fairies to perfect her skills. She quickly befriends teenage fairies Stella, Flora, Musa, Layla, and Tecna. Together these six girls are the Winx Club. In addition to high school, the girls work to save the universe from Lord Darkar and witches Icy, Darcy, Stormy and a variety of other opponents. Only with the power of six Enchantix fairies fighting together can girls save the universe.â€¦\xa0MORE"
"s4702","Movie","For Here or to Go?","2018-08-15",2015,"TV-MA",105,"min","A software engineer must decide if he'd rather navigate America's frustrating visa renewal process or simply return to his home country of India.",79,"absent","absent","An ambitious Indian businessman of the Silicon Valley finds himself in a fix when he must make a choice between continuing to battle the American immigration system and returning to his native land."
"s7537","Movie","My Ex-Ex","2017-08-15",2015,"TV-MA",91,"min","A recently dumped attorney hires a psychic to help her win back her boyfriend. Things take an unexpected turn when another ex re-enters the picture.",62,"absent","absent","A psychic casts a spell on Mary to help her reconnect with an ex-boyfriend, and she forgets to name one of them. Mary reconnects with her college ex, but when her most-recent boyfriend wants her back, she faces a difficult choice."
"s8709","Movie","We're No Animals","2017-08-15",2015,"TV-MA",94,"min","Unhappy with his commercial film work, a jaded Hollywood actor moves to Argentina to participate in an experimental thesis on social philosophy.",69,"absent","absent","A Hollywood actor grows tired of making the same corporate movies, so he moves to Argentina to find more experimental and meaningful work."
"s5814","Movie","Louis C.K.: Live at the Comedy Store","2016-08-15",2015,"66 min",NA,NA,"The comic puts his trademark hilarious/thought-provoking spin on finding a bat in his kitchen, seeing rats having sex, Boston accents and dead pets.",80,"absent","absent","Louis C.K.'s sixth standup special at the world-famous Comedy Store in Hollywood, delivering his thoughts on topics including fornicating rats, finding a kitchen bat and Boston accents, amongst others."
"s6279","Movie","Being AP","2016-08-15",2015,"TV-14",99,"min","With retirement staring him in the face, an all-time-great jump jockey pursues his 20th consecutive title in his unrelenting quest for glory.",74,"absent","absent","The story of jump jockey AP McCoy as he approaches the end of his successful career. Tracking all the elements that make up the sportsman's life, from his relationships with his family and team to his struggles with injury and deciding to retire."
"s5900","Movie","Demetri Martin: Live (At the Time)","2015-08-14",2015,"TV-MA",62,"min","Demetri Martin brings his off-kilter take on acoustic guitar, hairless cats, color schemes, and the word ""nope"" to Washington in his original special.",83,"absent","absent","Demetri Martin brings his off-kilter take on acoustic guitar, hairless cats, color schemes, and the word ""nope"" to Washington in his original special."
"s5988","Movie","13 Cameras","2016-08-13",2015,"NR",90,"min","Young parents-to-be Claire and Ryan move into a suburban rental home, unaware that someone is secretly watching their every move via hidden cameras.",59,"absent","absent","A newlywed couple moves into their marital home, which should be a place of love and happiness. However, they have no idea that their grim, lascivious landlord has been spying on them since they moved in."
"s5333","Movie","Demonic","2017-08-10",2015,"R",83,"min","When amateur ghost hunters visit an abandoned house, their investigation turns into a massacre, leaving questions for a detective and a psychologist.",58,"absent","absent","A young woman unleashes terrifying demons when supernatural forces at the root of a decades-old rift between mother and daughter are ruthlessly revealed."
"s346","Movie","Open Season: Scared Silly","2021-08-01",2015,"PG",85,"min","When a spooky werewolf tale scares Boog out of joining the annual camping trip, his friends hatch a plan to cure him of his fear.",64,"absent","absent","Boog is terrified after hearing that a werewolf is on the loose in the forest where he lives. When he decides to run away, all his friends try to help him conquer his fear and find the rumoured beast."
"s6926","Movie","Hardcore Henry","2020-08-01",2015,"R",96,"min","Shot entirely like a first-person shooter video game, this film tracks Henry, a cyborg racing to save his wife from a villain with paranormal powers.",77,"absent","absent","Henry, a cyborg, is resurrected from the dead in order to save his creator and wife, Estelle. However, he soon learns he is up against a tyrant with telekinetic powers and an army of mercenaries."
"s7152","Movie","Jupiter Ascending","2019-08-01",2015,"PG-13",128,"min","A young impoverished woman learns she's been predestined to change the fate of the universe after a genetically engineered hunter tracks her down.",64,"absent","absent","Jupiter Jones works as a servant and cleans other people's houses. Her life changes when Caine, an ex-military hunter, informs her that she must fight to protect the Earth from a destructive force."
"s7271","Movie","Last Knights","2019-08-01",2015,"R",115,"min","A nobleman who values his people's well-being over his emperor's edicts is killed. His knights vow revenge.",78,"absent","absent","Raiden, a defeated warrior, leads a small army against the brutal and corrupt minister Geza Mott to take vengeance for the death of his master Bartok."
"s7689","Movie","P Se PM Tak","2018-08-01",2015,"TV-14",117,"min","A prostitute who is down on her luck gets caught in the middle of an elaborate scheme orchestrated by two local politicians.",56,"absent","absent","A poverty-stricken prostitute arrives in the city with the intention to change her life. However, the city's politics interests her and she strives to pursue it professionally."
"s8280","Movie","The Diabolical","2018-08-01",2015,"TV-MA",86,"min","Terrorized by unexplained disturbances and horrific visions in her home, a young widowed mother turns to her scientist boyfriend for help.",68,"absent","absent","Madison, a single mother living with her two children, enlists the help of Nikolai, her boyfriend and a scientist, after experiencing paranormal activities in her house."
"s5351","TV Show","Fartsa","2017-08-01",2015,"TV-14",1,"Season","As four Russian friends grow up in the early '60s, life, love and the curse of success threaten to derail their dreams.",55,"absent","absent","As four Russian friends grow up in the early '60s, life, love and the curse of success threaten to derail their dreams."
"s5365","Movie","Un plus une","2017-08-01",2015,"TV-MA",114,"min","A womanizing musician travels to India, where he composes a Bollywood film score and unexpectedly falls for the wife of the French ambassador.",79,"present","absent","When a famous French composer goes to India to write the score for the Indian version of ""Romeo and Juliet,"" he meets the wife of the French ambassador and a complicated relationship begins."
"s6835","TV Show","Genius of the Ancient World","2017-08-01",2015,"TV-PG",1,"Season","Historian Bettany Hughes travels to India, Greece and China to explore the lives and times of Buddha, Socrates and Confucius.",83,"absent","absent","Historian Bettany Hughes travels to India, Greece and China on the trail of three giants of ancient philosophy: Buddha, Socrates and Confucius."
"s6984","Movie","Holding the Man","2016-08-01",2015,"TV-MA",128,"min","In 1970s Australia, two teen boys fall in love with each other and defeat obstacles to their 15-year relationship, until a new crisis comes their way.",89,"absent","absent","Tim and John fell in love while teenagers at their all-boys high school. Their romance endured for 15 years to laugh in the face of everything life threw at it - the separations, the discrimination, the temptations, the jealousies and the losses."
"s7344","TV Show","Love Cuisine","2016-08-01",2015,"TV-MA",1,"Season","A successful Taiwanese chef moves home from Europe to teach at a cooking school. He soon clashes with a pretty teacher he met under odd circumstances.",93,"present","absent","A successful chef moves home to teach at a cooking school and clashes with a fellow teacher."
"s7337","Movie","Look Who's Back","2016-04-09",2015,"NR",116,"min","When Adolf Hitler reawakens at the site of his former bunker 70 years later, he's mistaken for a brilliant comedian and becomes a media phenomenon.",92,"absent","absent","Adolf Hitler wakes up to find himself in the 21st century where his bunker used to be, with no memory of anything after 1945. Interpreting modern situations from a Nazi perspective, he finds fame and success as a comedian."
"s7812","Movie","Queen of the Desert","2019-04-06",2015,"PG-13",128,"min","Driven beyond the bounds of convention, adventurer Gertrude Bell leaves turn-of-the-century Britain behind for the deserts of the Middle East.",69,"absent","absent","Gertrude Bell, an English writer, traveller, spy and political officer, faces several struggles and challenges after she travels to the Middle East to defend her homeland's interests in the region."
"s3937","TV Show","Derek","2019-04-05",2015,"TV-MA",3,"Seasons","Ricky Gervais created and stars in this heartwarming comedy-drama series as a loyal English nursing home caretaker who sees only the good in everyone.",86,"absent","present","This mockumentary-style comedy drama follows a group of outsiders living on the fringe of society. At the group's core is Derek Noakes, a tender, innocent man who works at a retirement home. Derek's love for his job and the people he cares for is evident in everything he does. Derek, who is in his 40s, is vulnerable to being ridiculed and ostracised due to his childlike naivete, lack of intelligence and social awkwardness. Among Derek's co-workers at the retirement home are Dougie, his friend and landlord, and Hannah, Derek's best friend who is smart and hard-working but unlucky in love. Writer-director Ricky Gervais stars in the title role, which is based on a character he created for his stand-up routine.â€¦\xa0MORE"
"s6147","TV Show","American Odyssey","2016-04-05",2015,"TV-14",1,"Season","An elite soldier, a corporate lawyer and a political activist uncover a deadly conspiracy linking terrorists to a powerful American corporation.",76,"absent","present","After a battle in North Africa, a team of American soldiers discover that one of the men they killed was al-Qaida's top man. An investigation into his computer files suggest a big U.S. corporation is funneling money to terrorists, but U.S. Special Forces attack the team before they can tell anyone. Sgt. Odelle Ballard survives and joins forces with corporate lawyer Peter Decker, who is working on a merger for the company in question, and political activist Harrison Walters, who has stumbled upon evidence of the conspiracy, himself. The three try to save their country and themselves by exposing the people behind the cover-up.â€¦\xa0MORE"
"s5510","TV Show","Jumping Girl","2017-04-28",2015,"TV-14",1,"Season","Sang-ah would do anything to shield pop star Ah-shin from rabid fans. But after an act of protection gone wrong, it looks like she's the crazy one.",68,"absent","absent","An ordinary girl named Nam Sang Ah becomes the object of public criticism after what she thought was a good deed done for a pop star goes wrong."
"s8270","Movie","The Daughter","2017-04-26",2015,"TV-MA",95,"min","Having returned home for his cagey father's wedding, an estranged man gets to know his childhood friend's family and uncovers a devastating secret.",63,"absent","absent","Christian returns to his hometown for his father's wedding. Reconnecting with childhood friends and family, he unearths a long-buried secret that threatens to shatter lives."
"s981","Movie","Dügün Dernek 2: Sünnet","2021-04-23",2015,"TV-MA",107,"min","Ismail and his old screwball crew land themselves in hot water when his grandson's circumcision evolves into a buzz-making citywide event.",73,"absent","absent","Ismail and his old crew get in trouble when his grandson's circumcision turns into into an anticipated citywide event."
"s983","Movie","Hayat Öpücügü","2021-04-23",2015,"TV-14",98,"min","High-strung Metin finally stops seeing doom and gloom around every corner when he meets vivacious Hayat, but she has her own soul-searching to do.",69,"absent","absent","A young man's life changes when he falls in love with a woman who is his complete opposite. However, they must deal with their personal issues before they can get together."
"s985","Movie","Kara Bela","2021-04-23",2015,"TV-MA",101,"min","The uneventful life of middle-aged Kudret turns upside down when a road trip turns into a wild race for survival with killers in hot pursuit.",73,"absent","absent","A man, who has lost his wife and father and lives his life with a set of rules, decides to embark on a road trip and tries to save a girl who is in trouble."
"s991","Movie","Niyazi Gül Dörtnala","2021-04-23",2015,"TV-MA",102,"min","Seeking the formula behind a magical elixir bequeathed to him by his father, a veterinary professor gets embroiled in a mobster's horse-racing scheme.",52,"absent","absent","Niyazi Gul is a veterinary surgeon and leads a quiet life. He divides his time between teaching university veterinary students, and with his assistant's help, searching for the missing ingredient in a magic formula handed down from his grandfather."
"s6433","Movie","Catching the Sun","2016-04-22",2015,"TV-14",74,"min","This documentary explores the worldwide economics of the burgeoning solar energy industry and its impact on hopeful job seekers in the United States.",80,"absent","absent","Following an unemployed American worker, a Tea Party activist, and a Chinese solar entrepreneur as they race to lead the clean-energy future."
"s8549","Movie","The Vatican Tapes","2020-04-20",2015,"PG-13",91,"min","A young woman hospitalized for an infected wound becomes possessed by a satanic force that will take a priest and two Vatican exorcists to defeat.",65,"absent","absent","Angela, who has been exhibiting strange behaviour, is found to be possessed. The situation regresses after Father Lozano and two Vatican exorcists learn that they are up against an ancient evil."
"s3952","Movie","Jagat","2019-04-02",2015,"TV-MA",76,"min","In early 1990s Malaysia, a Tamilian boy faces pressure from his immigrant father to focus on school but is drawn to his uncles’ lives of crime.",72,"present","absent","In early 1990s Malaysia, a Tamilian boy faces pressure from his immigrant father to focus on school but is drawn to his uncle's life of crime."
"s8264","Movie","The D Train","2017-04-02",2015,"R",101,"min","A loser in charge of planning his high school class's 20-year reunion thinks he's scored a major coup when he gets a marginally famous alum to attend.",44,"absent","absent","Dan Landsman wants to host a high school reunion and plans to call the most famous guy in his batch, Oliver Lawless, so that his mates, who had initially declined, might turn up."
"s8551","Movie","The Walls of the Moon","2019-04-18",2015,"TV-14",98,"min","After losing her eyesight in an accident, a woman lands in a love triangle as she looks for meaning in her life.",83,"absent","absent","Zaina recovers from a coma and learns that she has lost her memory and eyesight. Her life changes when she meets Ahmad while being chased by Rashied."
"s6548","Movie","Dabbe 6: The Return","2019-04-17",2015,"TV-MA",153,"min","A cardiologist tries to pinpoint the cause of her mother's sudden death as her sister, who witnessed it, claims malevolent demons are at play.",69,"present","absent","A young girl witnesses the sudden death of her mother one night, claiming she was killed by gigantic beings with black faces. A doctor is quickly summoned."
"s8422","TV Show","The Messengers","2016-04-17",2015,"TV-14",1,"Season","A group of strangers who are killed by a mysterious object soon come back to life and learn they have been chosen to prevent the apocalypse.",81,"absent","absent","A troubled family enters a forsaken farmhouse where a teenage girl sees nightmarish apparitions. While her sanity is questioned, she must find a way to rescue her family."
"s5914","Movie","Chris D'Elia: Incorrigible","2015-04-17",2015,"TV-MA",84,"min","Stand-up comedian Chris D'Elia covers everything from how to improve the NFL to why dating is evil and that babies should grow up before they're born.",71,"absent","absent","Comedian and actor Chris Dâ€™Elia, known for his dynamic physical comedy, explains why the NFL would be way more entertaining if it were real lions, bears and Vikings battling each other, that babies are the worst prize ever, and that you should never ask a Cuban directions unless youâ€™re ready for the best time of your life."
"s1028","Movie","Crimson Peak","2021-04-16",2015,"R",119,"min","After marrying a mysterious British aristocrat, a young heiress moves into his crumbling, creepy ancestral home and finds it conceals sinister secrets.",80,"absent","absent","Edith ignores her father's warning and marries Sir Thomas Sharpe and when she arrives at the Sharpe mansion, she learns about her husband's secrets and realises that the place is teeming with ghosts."
"s2679","Movie","Jem and the Holograms","2020-04-16",2015,"PG",119,"min","After becoming an overnight star via the internet, teenage rocker Jem and her sisters journey to LA, where fame, fun and a family mystery await.",91,"absent","present","These truly, truly, truly outrageous adventures of a music company owner who uses a holographic computer to live a secret life as a rock star originally aired from 1985-88, but are fondly remembered by those who grew up during the series' initial run (or still have the Hasbro dolls and accessories tucked away in their closets). Jerrica Benton runs Starlight Music, but she's also the pink-haired lead singer of Jem and the Holograms, a pop-music girl group with really big dos and funky fashions that only the 1980s could dream up. Over the course of 65 episodes, these rockin' ladies belt out musical numbers and battle the schemes of nasty industry executive Eric Raymond and a rival female band, the Misfits.â€¦\xa0MORE"
"s2681","Movie","Puerto Ricans in Paris","2020-04-16",2015,"R",82,"min","New York police detectives Luis and Eddie experience culture shock and adventure when they head to Paris to track down a stolen couture handbag.",45,"absent","absent","Two NYC policemen of Puerto Rican bloodline experience the hipster nightclubs and fashion galas of Paris in their attempts to track down the people who stole a luxurious handbag."
"s7627","Movie","Numero Zero. The Roots of Italian Rap","2018-04-15",2015,"TV-MA",91,"min","In the '90s, the explosive popularity of hip-hop music in Italy impacts the nation's character while creating a new kind of renegade artist.",92,"absent","absent","An exploration of the origin of Italian hip-hop, with the first album of its nature being released in 1990, and the genre's impact on the lives of Italian rappers and artists."
"s6052","Movie","A Patch of Fog","2017-04-15",2015,"TV-MA",92,"min","When a guard catches a writer-television host shoplifting, instead of turning him in, he only asks to be a friend, then begins to rule his life.",78,"absent","absent","A security guard comes across a shoplifting case that involves a famous television producer. He decides to befriend the producer instead of turning him in."
"s6103","TV Show","Agent Raghav","2017-04-15",2015,"TV-14",1,"Season","A mix of brilliance, erudition and skill enables a modern Sherlock Holmes to solve impossible cases, all while he tries to heal personal wounds.",93,"absent","absent","Agent Raghav is a gifted detective who can sense the nature of the crime by simply taking a look at the victim and deducing the clues mentally. He uses this gift to track the most deadly criminals."
"s7382","TV Show","Maharakshak Devi","2017-04-15",2015,"TV-14",1,"Season","After years spent in isolation, a young girl with extraordinary powers returns to human society to battle dark, mythological beings.",84,"absent","absent","After spending seventeen years away from human civilisation, Devi, gifted with extraordinary powers, returns to battle the asuras that exist in the contemporary world."
"s6227","Movie","Band of Robbers","2016-04-15",2015,"NR",95,"min","Recast as modern-day men, Tom Sawyer and Huck Finn draft their misfit cronies to help find the buried treasure the two have sought since boyhood.",51,"absent","absent","A modern-day comedic adventure that imagines Tom Sawyer and Huck Finn as grown men who are still searching for the hidden treasure that has eluded them since youth."
"s7793","Movie","Prescription Thugs","2016-04-15",2015,"NR",86,"min","A documentarian uses his own family's experiences as a springboard to explore the ethical issues surrounding the FDA and pharmaceutical industry.",81,"absent","absent","After seeing friends and family become addicted to prescription drugs, filmmaker Chris Bell sets out to discover more about pharmaceutical companies. In his journey Chris meets experts on addiction and uncovers startling truths about the industry."
"s1120","Movie","Into the Grizzly Maze","2021-04-01",2015,"R",90,"min","Estranged brothers Beckett and Rowan reunite in the Alaskan wild to confront a savage grizzly bear wreaking havoc on their hometown.",76,"absent","absent","Two estranged brothers meet again at their childhood home and decide to go on a hike in the wilderness of Alaska. Their journey becomes a nightmare when they are pursued by a relentless grizzly bear."
"s2717","Movie","Brothers","2020-04-01",2015,"TV-14",155,"min","After a troubled past with their alcoholic father, two estranged brothers prepare to face each other again as rivals in a street fighting tournament.",74,"absent","absent","While on tour in Afghanistan, Sam's copter is shot down and he is presumed dead. Back home, it is his screw-up brother who looks after the family. Sam does return, but with a lot of excess baggage."
"s2719","TV Show","Community","2020-04-01",2015,"TV-14",6,"Seasons","When his degree is found bogus, lawyer Jeff Winger is sent back to college, where he meets students and teachers with credentials as dubious as his.",90,"absent","absent","A lawyer, whose law degree has been revoked, is compelled to join the Greendale Community College. Students of diverse temperaments join his study group which leads to quirky and memorable encounters."
"s6085","Movie","Across The Line","2019-04-01",2015,"TV-MA",88,"min","A black high school student sets his sights for the National Hockey League, but rising racial tensions in his community may jeopardize his goals.",74,"absent","absent","Sports drama starring Stephan James as a black ice hockey player whose dream of going pro is threatened by racial tensions in his Nova Scotia community."
"s8538","Movie","The Trust","2019-04-01",2015,"R",91,"min","Discovering the location of a vault where a drug ring keeps its riches, two run-of-the-mill Las Vegas cops hatch a dicey plan to burgle it.",56,"absent","absent","Disillusioned police officers Waters and Stone learn about a drug dealer who has hidden a huge amount of money and plan a heist in order to steal it. However, things get out of hand."
"s6564","Movie","Dare to Be Wild","2018-04-01",2015,"TV-PG",100,"min","Irish landscape designer Mary Reynolds fights to bring her wild and unconventional style to the esteemed Chelsea Flower Show.",90,"absent","absent","Mary Reynold, a young woman, who loves gardening with much fervour, decides to try her luck at the Chelsea Flower Show."
"s7265","TV Show","Lady, la vendedora de rosas","2018-04-01",2015,"TV-14",1,"Season","This series tells the life story of Colombian film star Lady Tabares, who was plucked off the mean streets to star in a film and quickly rose to fame.",86,"absent","absent","Lady, a 10-year-old girl with long wavy hair and freckles, steals roses to help pay the rent."
"s7970","Movie","Secret in Their Eyes","2018-04-01",2015,"PG-13",111,"min","A former FBI investigator reopens the haunting 13-year-old murder case of his colleague, only to uncover shocking truths hidden since then.",70,"absent","absent","Detective Ray helps Jess, his former teammate, reinvestigate the death of her daughter after he finds new clues, leading them to a more shocking truth."
"s5547","Movie","Five Nights in Maine","2017-04-01",2015,"TV-MA",83,"min","After his wife dies in a car accident, a grief-stricken man visits his estranged mother-in-law in Maine, where they try to help each other heal.",53,"absent","absent","After his wife dies in a tragic car accident, a man goes to rural Maine to visit his terminally ill mother-in-law."
"s5854","TV Show","Cyborg 009 VS Devilman","2016-04-01",2015,"TV-MA",1,"Season","When a Black Ghost scientist releases newly modified cyborgs and mysterious demons appear in Tokyo, the worlds of ""Devilman"" and ""Cyborg 009"" meet.",50,"absent","absent","Cyborg 009 VS Devilman is a three-part anime OVA that serves as a crossover between the Cyborg 009 and Devilman series. It was first screened on 17 October 2015 and was released on 11 November 2015. The series inspired a manga adaptation and a prequel novel. Wikipedia"
"s7125","Movie","Jeremy Scott: The People's Designer","2016-04-01",2015,"PG-13",109,"min","The journey of fashion designer Jeremy Scott from humble roots on a Missouri farm to creative director of Moschino is charted in this documentary.",70,"absent","absent","From humble beginnings on a Missouri farm, Jeremy Scott sets out on a journey that will see him become the creative director of Italian fashion house Moschino."
"s7575","TV Show","Nature's Weirdest Events","2019-09-01",2015,"TV-PG",3,"Seasons","Host Chris Packham examines bizarre natural phenomena from around the globe, from strange creatures to geographical oddities.",87,"absent","absent","See the facts and science behind the world's craziest natural events, with footage from news crews and eyewitnesses."
"s8272","TV Show","The Day My Butt Went Psycho!","2015-06-30",2015,"TV-Y7",2,"Seasons","A boy and his best friend – his newly detached butt – embark on wacky adventures in a world where humans and their butts live side by side.",64,"absent","absent","Zack and Deuce accidentally break open the fartinental divide and now the town risks being stinkified forever; Eleanor's new next door neighbor is Paige the cheerleader."
"s7710","TV Show","Parks and Recreation","2016-01-13",2015,"TV-14",7,"Seasons","In this Emmy-nominated comedy, an employee with a rural Parks and Recreation department is full of energy and ideas but bogged down by bureaucracy.",92,"absent","absent","Leslie Knope, a mid-level bureaucrat, wishes to help a local nurse, Ann, convert a disused construction site into a community park but deals with red-tapism and self-centred neighbours."
"s8316","TV Show","The Furchester Hotel","2017-02-01",2015,"TV-Y",2,"Seasons","Elmo hops across the pond to help his extended monster family solve problems at their ""almost"" world-class establishment, the Furchester Hotel.",89,"absent","absent","The Furchester Hotel is a puppet series that aired on CBeebies. It is the second British-American spin-off of Sesame Street that the BBC have made after Sesame Tree 6 years before. The show ran on CBeebies on 26 September 2014. The show aired in 2016 on Sprout until March 2nd 2019. Wikipedia"
"s7629","TV Show","Nurse Jackie","2015-12-31",2015,"TV-MA",7,"Seasons","A flawed but dedicated ER nurse works in a New York City hospital and relies on pain meds to get through exhausting days in this Emmy-winning show.",85,"absent","present","Jackie Peyton, an emergency room nurse addicted to drugs, bends the rules to keep up with the demands of her job and manage her messy personal life."
"s6764","TV Show","Fit for Fashion","2018-12-14",2015,"TV-14",2,"Seasons","In this reality series, physique meets fashion as contestants compete in challenges to transform both body and image for the grand prize of $100,000.",83,"absent","present","Twelve contestants participate in fashion and fitness challenges in order to win a grand prize. They are groomed by expert trainers and judged by a team of professionals."
"s7343","TV Show","Lost Girl","2016-04-17",2015,"TV-14",5,"Seasons","Discovering she's a succubus who sustains herself by feeding on the sexual energy of humans, seductive Bo sets out on a journey to understand herself.",82,"absent","absent","Bo is a small-town girl on the run after a disastrous sexual encounter with her boyfriend ends with his death. Bo learns that she is not human, but a succubus, who feeds on the sexual energy of humans. She and her kind are members of the Fae, creatures of legend, who walk among humans and feed off them in different ways. As she searches for the truth about her origins and runs from her inhuman urges, she vows to help those she meets along the way -- human or Fae -- who need to right a wrong.â€¦\xa0MORE"
"s7848","TV Show","Red vs. Blue",NA,2015,"NR",13,"Seasons","This parody of first-person shooter games, military life and science-fiction films centers on a civil war fought in the middle of a desolate canyon.",95,"absent","absent","A parody of video games involving a civil war being fought in the middle of an abandoned canyon."
"s8183","TV Show","The Adventures of Figaro Pho",NA,2015,"TV-Y7",2,"Seasons","Imagine your worst fears, then multiply them: Figaro is a boy with any number of phobias and a highly quirky and imaginative way of dealing with them.",86,"absent","absent","The New Adventures of Figaro Pho is an Australian children's animated television series. It is the 2015 sequel to the 2012 series The Adventures of Figaro Pho. Wikipedia"
"s6880","Movie","Good People","2017-09-08",2014,"R",90,"min","A struggling couple can't believe their luck when they find a stash of money in the apartment of a neighbor who was recently murdered.",59,"absent","absent","Tom and Anna discover hidden money in a dead tenant's apartment. Soon, they decide to keep the money to pay off their hefty debts but find themselves becoming the target of a dangerous thief."
"s7398","Movie","Manhattan Romance","2017-09-08",2014,"TV-14",98,"min","A filmmaker working on a documentary about love in modern Manhattan becomes personally entangled in the romantic lives of his subjects.",67,"absent","absent","While filming a documentary about relationships, a man (Tom O'Brien) must decide if he wants to find love with a free-spirited dancer (Caitlin FitzGerald) or his best friend (Katherine Waterston)."
"s8096","Movie","Stonehearst Asylum","2017-09-08",2014,"PG-13",113,"min","In 1899, a young doctor arrives at an asylum for an apprenticeship and becomes suspicious of his mentor's methods while falling for a female patient.",84,"absent","absent","An Oxford graduate who is an apprentice at Stonehearst Asylum comes across unusual events. Soon, the revelation is made about the horrific change in the asylum's staff."
"s4661","Movie","PK","2018-09-06",2014,"TV-14",146,"min","Aamir Khan teams with director Rajkumar Hirani to play a social crusader in a political satire on the state of corruption in India.",79,"absent","absent","An innocent alien lands on Earth but loses his communication device. He meets Jaggu, a heartbroken reporter, and tries to find his device. With time, he raises many thought-provoking questions."
"s7047","Movie","I Fine... Thank You... Love You","2018-09-05",2014,"TV-14",116,"min","Desperate to go to the U.S. to win back his girlfriend, Yim hires a tutor to teach him English. But things don't go according to plan.",75,"present","absent","Desperate to go to the United States to win back his Japanese girlfriend, Yim hires a tutor to teach him the English language, but things don't go according to plan."
"s1940","Movie","Dedh Ishqiya","2020-09-28",2014,"TV-14",146,"min","After failing to win the heart of an aristocrat's widow, a thief plans to abduct her, only to discover that there are others with the same idea.",68,"absent","absent","Khalujan and Babban seek refuge at the Majidabad palace as they run from the law. While Khalujan tries to woo a wealthy widow with poetry, Babban and the widow's assistant plan a kidnapping."
"s5930","Movie","Print the Legend","2014-09-26",2014,"TV-14",100,"min","This award-winning, original documentary chronicles the race for market leadership in 3D printing, the next wave of technological evolution.",54,"absent","absent","Following the people racing to bring hot new 3D printing technology to peoples' homes."
"s5265","Movie","Swearnet: The Movie","2017-09-24",2014,"NC-17",112,"min","After losing a TV network deal, the Trailer Park Boys launch their own Internet series, but they soon confront personal and creative differences.",75,"absent","absent","Mike, Robb and John Paul are tired of being censored in their post Trailer Park Boys life and decide to start their own uncensored network on the Internet."
"s4634","TV Show","Mobile Suit Gundam UC","2018-09-20",2014,"TV-PG",1,"Season","When Banagher Links meets the mysterious Audrey Burne, he inherits the Unicorn Gundam and is swept up into the battle for space colony independence.",71,"absent","absent","A young space colonist becomes a Gundam pilot to fight a militant group called the Sleeves, which rises from the ashes of the Principality of Zeon to claim Laplace's Box, an object capable of reigniting war across the colonies."
"s7466","Movie","Miss Julie","2015-09-02",2014,"PG-13",130,"min","On a summer night in 1890 Ireland, the unsettled daughter of aristocrats coaxes her father's valet to seduce her, though he's engaged to their cook.",64,"absent","present","Miss Julie is a naturalistic play written in 1888 by August Strindberg. It is set on Midsummer's Eve and the following morning, which is Midsummer and the Feast Day of St. John the Baptist. The setting is an estate of a count in Sweden. Wikipedia"
"s1977","Movie","The Royal Bengal Tiger","2020-09-19",2014,"TV-MA",103,"min","Knocked down by life one too many times, a meek family man drastically transforms from shy to savage after an encounter with a mysterious friend.",68,"absent","absent","Abhi, a timid man, turns aggressive and stands up to his enemies after meeting a friend named Anjan. Meanwhile, a psychologist tries to understand Abhi's changed behaviour."
